birthYear,image-URL,type,url,title,nationality,dimensions,artistName,credit,deathYear,EA_id
1951,http://www.sfmoma.org/images/artwork/medium/2003.306.A.206_04_b02.jpg,photograph,http://www.sfmoma.org/explore/collection/artwork/114525,"L.S.P. 61, from the series One Big Self: Prisoners of Louisiana",American,12.7 cm x 10.16 cm,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",,26660c27e5f5
1951,http://www.sfmoma.org/images/artwork/medium/2003.306.A.183_03_b03.jpg,photograph,http://www.sfmoma.org/explore/collection/artwork/114502,"L.S.P. 62, from the series One Big Self: Prisoners of Louisiana",American,12.7 cm x 10.16 cm,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",,57aa248e2048
1951,http://www.sfmoma.org/images/artwork/medium/2003.306.A.193_01_b04.jpg,photograph,http://www.sfmoma.org/explore/collection/artwork/114512,"L.S.P. 63, from the series One Big Self: Prisoners of Louisiana",American,12.7 cm x 10.16 cm,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",,e395f8a19cb5
1951,http://www.sfmoma.org/images/artwork/medium/2003.306.A.280_04_b02.jpg,photograph,http://www.sfmoma.org/explore/collection/artwork/114599,"L.S.P. 64, from the series One Big Self: Prisoners of Louisiana",American,12.7 cm x 10.16 cm,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",,4ab9006ef187
1951,http://www.sfmoma.org/images/artwork/medium/2003.306.A.259_01_b04.jpg,photograph,http://www.sfmoma.org/explore/collection/artwork/114578,"L.S.P. 65, from the series One Big Self: Prisoners of Louisiana",American,12.7 cm x 10.16 cm,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",,a539f50f9e4f
1951,http://www.sfmoma.org/images/artwork/medium/2003.306.A.260_03_b03.jpg,photograph,http://www.sfmoma.org/explore/collection/artwork/114579,"L.S.P. 66, from the series One Big Self: Prisoners of Louisiana",American,12.7 cm x 10.16 cm,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",,2b43c1233478
1951,http://www.sfmoma.org/images/artwork/medium/2003.306.A.68_01_b02.jpg,photograph,http://www.sfmoma.org/explore/collection/artwork/114357,"L.S.P. 68, from the series One Big Self: Prisoners of Louisiana",American,12.7 cm x 10.16 cm,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",,2168772def23
1951,http://www.sfmoma.org/images/artwork/medium/2003.306.A.268_03_b03.jpg,photograph,http://www.sfmoma.org/explore/collection/artwork/114587,"L.S.P. 69, from the series One Big Self: Prisoners of Louisiana",American,12.7 cm x 10.16 cm,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",,1a66e27b24fa
1951,http://www.sfmoma.org/images/artwork/medium/2003.306.A.261_01_b04.jpg,photograph,http://www.sfmoma.org/explore/collection/artwork/114580,"L.S.P. 7, from the series One Big Self: Prisoners of Louisiana",American,12.7 cm x 10.16 cm,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",,596bda3e9f48
1951,http://www.sfmoma.org/images/artwork/medium/2003.306.A.278_03_b03.jpg,photograph,http://www.sfmoma.org/explore/collection/artwork/114597,"L.S.P. 70, from the series One Big Self: Prisoners of Louisiana",American,12.7 cm x 10.16 cm,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",,5942eace2c5d
1951,http://www.sfmoma.org/images/artwork/medium/2003.306.A.267_01_b02.jpg,photograph,http://www.sfmoma.org/explore/collection/artwork/114586,"L.S.P. 71, from the series One Big Self: Prisoners of Louisiana",American,12.7 cm x 10.16 cm,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",,1aaea7ae50e5
1951,http://www.sfmoma.org/images/artwork/medium/2003.306.A.20_01_b02.jpg,photograph,http://www.sfmoma.org/explore/collection/artwork/114308,"L.S.P. 75, from the series One Big Self: Prisoners of Louisiana",American,12.7 cm x 10.16 cm,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",,e8e6f09a3814
1951,http://www.sfmoma.org/images/artwork/medium/2003.306.A.178_01_b02.jpg,photograph,http://www.sfmoma.org/explore/collection/artwork/114497,"L.S.P. 76, from the series One Big Self: Prisoners of Louisiana",American,12.7 cm x 10.16 cm,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",,c6c3ed19c6ce
1951,http://www.sfmoma.org/images/artwork/medium/2003.306.A.177_03_b03.jpg,photograph,http://www.sfmoma.org/explore/collection/artwork/114496,"L.S.P. 77, from the series One Big Self: Prisoners of Louisiana",American,12.7 cm x 10.16 cm,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",,b1ca6f33946a
1951,http://www.sfmoma.org/images/artwork/medium/2003.306.A.224_03_b03.jpg,photograph,http://www.sfmoma.org/explore/collection/artwork/114543,"L.S.P. 78, from the series One Big Self: Prisoners of Louisiana",American,12.7 cm x 10.16 cm,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",,719b87c91e6a
1951,http://www.sfmoma.org/images/artwork/medium/2003.306.A.196_03_b03.jpg,photograph,http://www.sfmoma.org/explore/collection/artwork/114515,"L.S.P. 8, from the series One Big Self: Prisoners of Louisiana",American,12.7 cm x 10.16 cm,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",,ae0e45625369
1951,http://www.sfmoma.org/images/artwork/medium/2003.306.A.230_01_b04.jpg,photograph,http://www.sfmoma.org/explore/collection/artwork/114549,"L.S.P. 81, from the series One Big Self: Prisoners of Louisiana",American,12.7 cm x 10.16 cm,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",,080d0ee37847
1951,http://www.sfmoma.org/images/artwork/medium/2003.306.A.201_03_b03.jpg,photograph,http://www.sfmoma.org/explore/collection/artwork/114520,"L.S.P. 82, from the series One Big Self: Prisoners of Louisiana",American,12.7 cm x 10.16 cm,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",,2a611f5ae5c4
1951,http://www.sfmoma.org/images/artwork/medium/2003.306.A.220_01_b04.jpg,photograph,http://www.sfmoma.org/explore/collection/artwork/114539,"L.S.P. 84 , from the series One Big Self: Prisoners of Louisiana",American,12.7 cm x 10.16 cm,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",,2672606eafdd
1951,http://www.sfmoma.org/images/artwork/medium/2003.306.A.229_03_b03.jpg,photograph,http://www.sfmoma.org/explore/collection/artwork/114548,"L.S.P. 85, from the series One Big Self: Prisoners of Louisiana",American,12.7 cm x 10.16 cm,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",,5a86af18aebf
1951,http://www.sfmoma.org/images/artwork/medium/2003.306.A.242_01_b02.jpg,photograph,http://www.sfmoma.org/explore/collection/artwork/114561,"L.S.P. 86, from the series One Big Self: Prisoners of Louisiana",American,12.7 cm x 10.16 cm,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",,5c7b4364b74f
1951,http://www.sfmoma.org/images/artwork/medium/2003.306.A.221_01_b04.jpg,photograph,http://www.sfmoma.org/explore/collection/artwork/114540,"L.S.P. 87, from the series One Big Self: Prisoners of Louisiana",American,12.7 cm x 10.16 cm,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",,e0648d330314
1951,http://www.sfmoma.org/images/artwork/medium/2003.306.A.231_03_b03.jpg,photograph,http://www.sfmoma.org/explore/collection/artwork/114550,"L.S.P. 88, from the series One Big Self: Prisoners of Louisiana",American,12.7 cm x 10.16 cm,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",,1db87fb46cc1
1951,http://www.sfmoma.org/images/artwork/medium/2003.306.A.235_03_b03.jpg,photograph,http://www.sfmoma.org/explore/collection/artwork/114554,"L.S.P. 89, from the series One Big Self: Prisoners of Louisiana",American,12.7 cm x 10.16 cm,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",,e33c4bff10c8
1951,http://www.sfmoma.org/images/artwork/medium/2003.306.A.277_01_b04.jpg,photograph,http://www.sfmoma.org/explore/collection/artwork/114596,"L.S.P. 9, from the series One Big Self: Prisoners of Louisiana",American,12.7 cm x 10.16 cm,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",,6fc4c3512c0e
1951,http://www.sfmoma.org/images/artwork/medium/2003.306.A.245_03_b03.jpg,photograph,http://www.sfmoma.org/explore/collection/artwork/114564,"L.S.P. 90, from the series One Big Self: Prisoners of Louisiana",American,12.7 cm x 10.16 cm,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",,98a89c90d44b
1951,http://www.sfmoma.org/images/artwork/medium/2003.306.A.197_03_b03.jpg,photograph,http://www.sfmoma.org/explore/collection/artwork/114516,"L.S.P. 91, from the series One Big Self: Prisoners of Louisiana",American,12.7 cm x 10.16 cm,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",,48a916e4f839
1951,http://www.sfmoma.org/images/artwork/medium/2003.306.A.228_01_b02.jpg,photograph,http://www.sfmoma.org/explore/collection/artwork/114547,"L.S.P. 92, from the series One Big Self: Prisoners of Louisiana",American,12.7 cm x 10.16 cm,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",,a2812afceb14
1951,http://www.sfmoma.org/images/artwork/medium/2003.306.A.176_03_b03.jpg,photograph,http://www.sfmoma.org/explore/collection/artwork/114495,"L.S.P. 93, from the series One Big Self: Prisoners of Louisiana",American,12.7 cm x 10.16 cm,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",,26f3b360ca35
1951,http://www.sfmoma.org/images/artwork/medium/2003.306.A.248_01_b02.jpg,photograph,http://www.sfmoma.org/explore/collection/artwork/114567,"L.S.P. 94, from the series One Big Self: Prisoners of Louisiana",American,12.7 cm x 10.16 cm,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",,753757fce9bc
1951,http://www.sfmoma.org/images/artwork/medium/2003.306.A.223_03_b03.jpg,photograph,http://www.sfmoma.org/explore/collection/artwork/114542,"L.S.P. 95, from the series One Big Self: Prisoners of Louisiana",American,12.7 cm x 10.16 cm,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",,07e1b04b2644
1951,http://www.sfmoma.org/images/artwork/medium/2003.306.A.200_01_b02.jpg,photograph,http://www.sfmoma.org/explore/collection/artwork/114519,"L.S.P. 96, from the series One Big Self: Prisoners of Louisiana",American,12.7 cm x 10.16 cm,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",,05daf983eca3
1951,http://www.sfmoma.org/images/artwork/medium/2003.306.A.232_01_b02.jpg,photograph,http://www.sfmoma.org/explore/collection/artwork/114551,"L.S.P. 97, from the series One Big Self: Prisoners of Louisiana",American,12.7 cm x 10.16 cm,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",,4cfa94aae36f
1951,http://www.sfmoma.org/images/artwork/medium/2003.306.A.199_04_b02.jpg,photograph,http://www.sfmoma.org/explore/collection/artwork/114518,"L.S.P. 98, from the series One Big Self: Prisoners of Louisiana",American,12.7 cm x 10.16 cm,Deborah Luster,"Purchase through a gift of H. Marcia Smolens Rubin and Accessions Committee Fund: gift of Martha and Bruce Atwater, Charles Betlach II, Shawn and Brook Byers, Mr. and Mrs. Brooks Walker, Jr., and Robin Wright",,977920523c34
