Copyright0951,0021,Seller0716,file_name,Rifles0572,20150823,Guns0565,Price0797,Location0800,Start0821
2015,WHOOOAAAHHHH!!! : Pistols,truthspeaker,663BE036298F2BB4FB49C4E33745C1EAD0636AF017C11294A569D53EA55CD9FC.html,557006,": 7  yes it was necessary and i hope you never have kids, there are enough retards without you adding to the pile.",Pistols,0,Coral Springs,"Nov 20, 2015"
2015,WTB Colt 380 goverment model only : Pistols,medicmanfl,6863D9DC76BCBBF085B69E3031E75590C99D95A92509740E1447D18FB5DBE47B.html,556376,: 2  Looking for a goverment model 380. Prefer blued as I am going to do mod's to it but will take stainless as well. Can take texts or emails.,Pistols,0,Tampa,"Nov 16, 2015"
2015,WTB RUGER LP9S : Pistols,blueridge,6912C6CF732585E84B87F20DCE1C8A3BF82EF97BEA9AB078EEED756A25047614.html,556118,: 1  WANT TO BUY RUGER LP9S,Pistols,0,Orlando,"Nov 14, 2015"
2015,COLT FRONTIER SCOUT 22LR/22MAG : Revolvers,shoemaker,69682CDCD1CE4A738EF11C6CAEA474C96D1117AAE46449B88C22CE484A1D0653.html,557370,": 41  COLT FRONTIER SCOUT 22LR AND 22MAG, NICE SHAPE, MODEL 62, YEAR 1968 WITH BOX. $ 600.00 FL/DL REQ DAVE 813-624-8854",Revolvers,600,Lutz,"Nov 22, 2015"
2015,Wts/t Remington R1 enhanced 1911 : Pistols,Cmalooski1,6E760BBDA506AB23BE2AAF0440BE8B590CD499308890796C180B553D9EA0F004.html,556808,": 2  Remington R1 enhanced 1911, comes with box and 2 mags  $725   May make partial trades for other guns, open to most trades but also looking for a 380",Pistols,0,Jacksonville,"Nov 19, 2015"
2015,Sig Sauer P290RS Extreme *NIB : Pistols,Yellowfin1990,7CE4B84E575232496C140AEAD6201A173E904AD6E227AD5B771A2B91218B9184.html,556760,: 1  Brand new Sig Sauer P290RS extreme with extended 8 round magazine and 7 round magazine. With box and papers.  FTF and BOS   8139195188,Pistols,425,Jacksonville,"Nov 19, 2015"
2015,Sig P224 Equinox .40 SW NIB NS SRT : Pistols,bczernuch,7E84AAE0892E92D8FFCD1F8FA7A1836527137896F12F803CC97CED8C2EF91488.html,556926,": 1  For sale, brand new in box SIG P224 Equinox .40 SW. comes in Sig hard case, (2) 10 round mags, Sig night sights, SRT Trigger, decocker, Hogue G10 black checkered grips. Top of the line for the P224. Firearms bill of sale required, prefer CWP holder, Cash sale, Must pickup local to Leesburg Florida. No Trades",Pistols,700,Leesburg,"Nov 20, 2015"
2015,Marlin 336 jm cs 35 Rem : Rifles,lucyLOU,7F05B6F6BD1F6403B142CA9F62C445CF9CBC270EB587D65F444DC69B84D543D8.html,557337,: 22  Marlin 336 jm cs 35 Rem lever Action remington micro grove remington very nice with base trade for shotguns 20 gauge side by side or 12 ga no crap handguns dan wesson either 357 9mm 44 magnum 40 cal 45 223 or ak 47 7.62x39 308 25-06 270 colt python good bear deer hogs gun also have ammo for money 550.00 dan wesson 10mm mm DAN WESSON wanted wsm ar 10 30-06 270 813-31O63-13 trade 550.00,Rifles,550,ORLANDO,"Nov 22, 2015"
2015,WTS/WTT HK USP .40 stainless : Pistols,mastere954,80548BFAAB3B534902EDFF8B6BDAF70DCB3BA6D9C8A24AF71ACB1C7393666B8B.html,556781,: 1  Hello all. Looking to trade or sell my HK usp40. Gun is in great shape. Shoots perfect. Zero malfunctions. Come with box and two mags. Will sell or trade +/- cash. Looking for interesting trades.    Please text 954-593-2166 with offers.   Website isn't allowing me to upload photos. Please text for photos!!  Thank you for looking!!,Pistols,0,Pembroke Pines,"Nov 19, 2015"
2015,Kel Tec P11 : Pistols,richdh196,80A2D0B78FD941428935309FE0EC1B34C76EA16CC8941161B555AC1D7E89B359.html,556979,": 1   Bought new Nov 2013 Kel Tecl P11 9mm 3"" barrell 15 oz 11 shot in excellent cont   Comes with original box /manual/ 2 mags/ uncle mike's pocket hoster and box of fmjs   Sorry I don't own a camera. Call evenings 919 539 8607 cell $195",Pistols,195,Melbourne,"Nov 20, 2015"
2015,Jericho 941 PSL9 (9mm) : Pistols,Ar10Boy,82C832FC35871BD5D35CB34E8EFE838A29BA86D6D88F7ED347BA9796EA601C7E.html,556528,": 2     IWI Jericho 941PSL9 (9mm) 3.8 Inch 16+1 Rounds , Double Action Trigger, 2 Mags, Adjustable Sights, Fairly new Less Then 100 Rounds Shot No problems At All.       $420 FL DL and bill of sale required, CCW preferred.",Pistols,420,Deerfield Beach,"Nov 17, 2015"
2015,FS lnib Custom Mossberg MVP Patrol 308 : Rifles,Firefreak,8B4AD6364781508E0AD363C0839862B8A8B6B396ADCE1AA6886A273899FCB590.html,556205,": 2  I am looking to sell my lnib custom one of a kind Mossberg MVP Patrol rifle in .308.  I had this rifle built to shoot my .308 suppressor for Hog Hunting ,ect. It has a 16.1"" barrel, AAC 51T Breakout brake/flash hider. It accepts AR Mags. It comes with 1 factory 10rd mag, 2 10rd Pmags, and 1 20rd Pmag. It also has Nikon Prostaff 3X9X40 scope with anti reflection device and flip up lense cover, Caldwell bipod, 5.11 VTac sling and padded double rifle heavy duty sniper drag bag case.  Finally the rifle sports a custom Camo paint job. Everything was purchased new and professionally installed. For what it's designed for, there is nothing this set up is missing.  The only reason I am willing to part with it is because I need the money. It is immaculate and only has 35 rds thru it.  Asking $850!!! OBO cash. YOU WILL NOT BE DISAPOINTED!!!  Thanks  Mike  Text is quickest  954-591-5148",Rifles,0,Coral Springs,"Nov 15, 2015"
2015,Jimenez Arms Model J.A. NINE - 9MM : Pistols,luckypawn33334,8E2ED944180FEC2FB2D445F7CE7E432B19D2F22BE404C09B352C7971DE978F6A.html,556617,": 2   Up for sale is a Jimenez Arms Model J.A. NINE - 9MM   The Jimenez Arms Model J.A. NINE - 9MM is in good overall condition. has some normal scratches on the gun from normal use and firing. Has been cleaned very well and looks good. The Firearm comes with a trigger lock. Comes as pictured.    Lucky Pawn 3029 Davie Blvd, Fort Lauderdale FL 33312 - (954) 797-8700 Ask for Danny.  Model: J.A. NINE Caliber: 9MM Frame Finish: Black",Pistols,150,Fort Lauderdale,"Nov 17, 2015"
2015,SAVAGE AXIS 308 w/ New Scope : Rifles,ptsettle,8EC16549A82D744B65B774B8CCCCF4663AC502CB34F54B89FF5D7878E4343346.html,556380,: 2   Savage Axis 308 w/ New $100 Centerpoint Illuminated 4x16x40mm scope. The gun is like new only shot 20 rounds. The best hog / deer gun you can buy   $350,Rifles,350,Holiday,"Nov 16, 2015"
2015,WTT New Never Fired AR-15 Anderson Lo/ Palmetto Up : Rifles,satch01,8EDF372B68A14FC4C1C5E520F761A61690F8DB7DF28987797D0F8C5047387ECE.html,556848,": 1  Looking to trade a New Never Fired AR-15 with a Anderson Lower and a Palmetto State Upper. Comes with Removable Carry Handle, Rogers Stock and Magpul Grip. Looking to trade for handguns, prefer .44 if possible. Will consider all trades.",Rifles,0,Jacksonville,"Nov 19, 2015"
2015,brand new never fired glock 30 gen 4 for trade : Pistols,Nino,8F5E863599A6CBD4544D5B471E413F64017D5C8488E3C81AFED77421DBFB386F.html,556362,: 1   Glock 30 gen 3 with night sights trade for glock 23 gen 4    Text me at 7863657681 will come with everything from factory and two boxes of self defense ammo included,Pistols,0,Miami,"Nov 15, 2015"
2015,Sig M11-A1 Threaded-WTT/WTS : Pistols,oceanrunner2525,903AFAB0DD3AE7C207E9D531D4D94BEA5CD729B006EFC881079B12CDB5DB2221.html,556218,": 1   M11-A1 with threaded barrel, four magazines nights sights and SRT trigger. Not a mark or scratch on the gun. Has 200 flawless rounds through it. Comes with all the standard accessories. Reasonable offers will get a reply.      Open to trade for anything in 9 mm or 45 acp. Looking for a carry gun with another gun or cash on your end to even the trade out.",Pistols,950,Melbourne,"Nov 15, 2015"
2015,Glock 19 gen 3 (TRADE) : Pistols,outlaw23,90D22284E2FAC63CC6CA9A7B1CE02819B4CA518F0868992DE459E64D8345B598.html,556675,: 1   Nib glock 19 gen 3 factory test fired only    Open to trades-   (NO 40s 22s shotguns taurus keltec etc)   Text me anytime 321-626-8800,Pistols,0,Melbourne,"Nov 18, 2015"
2015,AR15 : Rifles,user66816,91F93E51BA4F3BB9D48C8A842DF66485C0FFB8CBD4A5F8C3AB2BF9CB6B00D8EB.html,556382,": 1  AR15 with 20"" barrel, Low Profile Gas Block, AR Stoner Muzzle Brake, Free Float Tube, and New Frontier Polymer Lower. Comes with one 30rd Pmag magazine. Call me or text me at (407) 404-1393. $525",Rifles,525,Niceville,"Nov 16, 2015"
2015,Dan Wesson Model 715 Stainless .357 Magnum : Revolvers,skend,9292757EEFE61FC0EC4DA9831248ACDCA20FA6877C25EB99BC81E80371DD3723.html,556389,": 4  Early 80's model in like new condition. Original box, manual and barrel tool.",Revolvers,750,Old Town,"Nov 16, 2015"
2015,LWRC UPPERS AVAILABLE TO ORDER.... : Rifles,vmrod13,93B2D8CCCBD03817A591D85E556DE4596283FC41E8AD295B32D6DE780B0B76DC.html,557166,: 2   - IC-A5 AR PISTON UPPER 5.56MM 16IN BARREL 1:7 TWIST A2 FLASH BLK $1650.00 delivered.NEW   C-A5 AR PISTON UPPER 5.56MM 16IN BARREL 1:7 TWIST HI-EFF MUZZLE BLK 1600.00 delivered.NEW   AVALABLE TO ORDER ONCE PAID AND ORDERED THE UPPER WILL ARRIVED IN THRE DAYS.   PRICES ARE OUT THE DOOR.   CALL OR TEXT ME AT 786-246-2914   BUSS HRS ARE 10 AM TO 7 PM   NOB TO SAT   THANKS VICTOR,Rifles,0,WEST PEMBROKE PINES,"Nov 21, 2015"
2015,FS/FT Springfield XDM 4.5 Bitone 9mm : Pistols,Samjax777,93BFBAA4C3B59CCBD97653B0CDEA6A2D573A4D80F1A402884DE74A6125CAA2FA.html,556694,": 1   Looking to sell or trade an absolute mint condition Springfield XDM 9mm in 4.5"" Bitone.    Comes complete with XDM case, gear, book, mags, etc...   Low round count gun. Perfect all around.    $595   Trade Interests with added cash if necessary:   HK P2000 V3 9mm Full Size (not sk)   HK USP 9mm Full or Compact V1   Walther PPQ M2 9mm in 5""   Walther P99 AS 9mm   Smith  Wesson Pro Series/Performance Center 9mm   All trades must be in excellent condition and come with proper case, book, mags, etc...   email via this site or text offers/trades to: 727-637-4**6**4**1",Pistols,595,Clearwater,"Nov 19, 2015"
2015,Remmington 597 22 Magnum : Rifles,user13138,95013897E8C83B6EE6E1BADADFD217D7F1AA376DBA92CC2458445DEA716253A9.html,557440,: 2   Remmington 597 22 Magnum Rifle with Bushnell Legend Rifle Scope 5x15 AO Variable Mil-Dot   Excellent Like New Condition   Licensed FFL shipper available,Rifles,450,Winter Haven,"Nov 22, 2015"
2015,Colt series 70 1911 : Pistols,iad63,950EEFEB81C6053840AEFF55F079BCAC3975703C6E99299A042067CDE95492A9.html,556043,": 4  Colt 1911, series 70 .45 cal   Trade for FN 45 tactical or HK 45 tactical.",Pistols,0,St. Lucie County,"Nov 14, 2015"
2015,Beretta PX4 Storm Type G (rare) 45cal. : Pistols,mac13,953C8EAA019B04820D4ABA772DDDAB9E5E134F2C48370B4F715DCBA4E57906C0.html,557459,": 2  Beretta Storm PX4 Type G, Hard to find. This gun was made in Italy. I fired it once and it's been in my safe ever since. It has 2 mags, 9rd and a 10 , 3 back straps , cleaning kit and manual. This gun is Like New. Asking 600.00 obo. Thank You",Pistols,600,Inverness,"Nov 22, 2015"
2015,WTT AR15 5.56 : Rifles,wclint30,9A7F34B3D0BD97404CAE68A510555E17527368258F547C7475B29E308DA85FC6.html,556496,: 2  Looking to trade my Ar Spikes Zombie lower Spikes lpk psa premium buffer kns pins Magpul furniture Upper is Psa premium upper bolt carrier is psa also barrel is a Spikes tactical mid length cromeline 1-7twist Yankee hill free float spector length rail magpul flip up sights 500rds thru this rifle in great shape looking for a nice AK47 or maybe a Ak74 located in S.Lakeland 33812 not looking to travel far or sell trade only text 863-409-4169 or wclint30@yahoo.com,Rifles,0,Lakeland,"Nov 16, 2015"
2015,Remington 11-87 Sportsman Field 12ga : Shotguns,Xeddy21x,9D2BA8BF3D3E9677127661E7BA710677701FF5B54BBDB68E4A4B053809231E03.html,557154,": 1  Very good condition 11-87 Sportsmans Field 12ga. Asking $580 OBO. Text only 786-317-0841 or email garcia.eduardo6@gmail.com  28"" barrel 3"" chamber 4 + 1 capacity Modified choke 2 3/4"" or 3"" shells",Shotguns,0,Miami,"Nov 21, 2015"
2015,Marlin 336 jm cs 35 Rem : Rifles,lucyLOU,9D9FC02AD8CEFE534B5E3CEFCF5A8FD124FDCFD2B512F4B2AE2F1A86878B24E6.html,556562,: 1  Marlin 336 jm cs 35 Rem lever Action remington micro grove remington very nice with base trade for shotguns 20 gauge side by side or 12 ga no crap handguns dan wesson either 357 9mm 44 magnum 40 cal 45 223 or ak 47 7.62x39 308 25-06 270 colt python good bear deer hogs gun also have ammo for money 550.00 dan wesson 10mm mm DAN WESSON wanted wsm ar 10 30-06 270 813-31O63-13 trade 550.00,Rifles,550,Orlando,"Nov 17, 2015"
2015,Savage 10P Precision Bolt Rifle : Rifles,JEDFFT,A27898629D9D742B0217C65B55AD3C346FDFA968ED23DDE440BB6543D7B49CA4.html,557022,": 1     .308   5R Rifleing   20"" Barrel   Advanced Armament 51t Breakout Muzzle Break (Can quick attach a compatable AAC Supressor)   Tactical Bolt Knob (Savage Factory)   H-S Precision M24 Composite Stock (PST 114 in Olive color with black web) (QD Sling Sockets)   Harris Bipods   Karsten Custom Kydex Adjustable Cheek Riser (Model A)   Vortex Viper PST 6-24x50 First Focal Plane Rifle Scope (EBR1 retical MRAD)   Badger Ordinance 20MOA One Piece Base   Vortex Precision Matched Rings     The gun has about 600 rounds through it. Great groups with 175gr SMK. Need to sell a gun to build another. Comes with everything listed, also have original plastic Savage stock, scope box and parts.",Rifles,"2,400",Fort Pierce,"Nov 20, 2015"
2015,THE HOG AR! 16 .300 blackout : Rifles,Yellowfin1990,AB20CA0E4095A6A7AAEDFCD4A7E670DF390E7AD4D2B0B4A0C4D4E2CD464CD75F.html,556763,": 2    16"" 300 blackout chrome moly barrel  PSA MOE lower  Magpul MOE stock  Magpul pistol grip  DT Upper  PSA premium full auto bolt with logo  Roush extended tactical charging handle  Custom muzzle brake  15"" key mod rail  Nikon 3-9x40 with box  2 pro mags  50 rounds 143gr hollow point .300  Rifle case  8139195188 Chris",Rifles,900,Jacksonville,"Nov 19, 2015"
